@relation clima

@attribute data date 'dd/MM/yyyy'

@attribute direcao_vento integer
@attribute velocidade_vento real
@attribute velocidade_rajada real

@attribute insolacao_total real

@attribute dias_chuvosos integer
@attribute precipitacao_total real

@attribute temperatura_maxima real
@attribute temperatura_media real
@attribute temperatura_minima real

@attribute umidade_media real

@data
01/02/2016,36,1.988506,5,259.3,?,12.3,34.262069,28.925,25.744828,70.112069
01/03/2016,36,1.494624,4,249.4,?,90,32.806452,28.113103,25.103226,75.290323
01/04/2016,36,0.971667,2,228.1,?,25,32.466667,27.80069,24.493333,72.95
01/05/2016,18,?,?,187.9,?,12.9,29.606452,24.890323,21.641935,?
01/06/2016,18,?,?,122.4,?,72.7,26.69,22.207143,19.853333,79.291667
01/07/2016,36,?,?,190.2,?,78.9,27.474194,22.811034,20.06129,76.416667
01/08/2016,36,?,?,204.1,?,7.1,28.183871,23.3624,20.325806,75.193548
01/09/2016,36,?,?,163.9,?,33.1,28.582143,24.16,21.267857,73.732143
01/10/2016,36,?,?,143.8,?,107.7,27.874194,23.987407,21.674074,78.241935
01/11/2016,36,?,?,114.6,?,227.1,28.588462,24.9784,22.406667,79.787037
01/12/2016,36,?,?,155.9,?,95.7,31.05,26.586154,24.089655,77.766667
01/01/2017,36,?,?,250.5,?,24,32.851613,28.050968,25.229032,?
01/02/2017,36,?,?,195.6,?,96,32.339286,27.63,24.564286,74.714286
01/03/2017,36,?,?,219.4,?,38.1,31.845161,27.104516,24.170968,72.645161
01/04/2017,18,?,?,157.8,?,64.6,29.803333,25.676667,22.846667,76.366667
01/05/2017,36,?,?,145.3,?,180.4,27.490323,23.776129,20.919355,?
01/06/2017,36,?,?,209,?,133.6,28.2,23.699333,20.87,78.091667
01/07/2017,18,?,?,140.8,?,195.8,25.345161,21.110323,18.393548,82.330645
01/08/2017,36,?,?,180.7,?,27,25.93871,21.737419,18.577419,74.782258
01/09/2017,36,?,?,152.2,?,81.3,26.433333,22.677333,19.813333,77.658333
01/10/2017,36,?,?,203.4,?,84.9,29.33871,25.050323,22.251613,75.620968
01/11/2017,36,?,?,121.8,?,128,28.273333,24.570667,22.006667,78.55
01/12/2017,36,?,?,155.4,?,209.1,30.048387,26.119355,23.364516,78.467742
01/01/2018,36,?,?,245.1,?,55.1,32.248387,27.563226,24.735484,?
01/02/2018,36,?,?,157.5,?,201.5,30.910714,26.601429,23.9,80.116071
01/03/2018,36,?,?,213.5,?,174.6,31.993548,27.575484,24.629032,?
01/04/2018,18,?,?,165.1,?,371.6,29.49,25.182667,22.233333,81.075
01/05/2018,18,?,?,177.6,?,200.8,27.790323,23.707097,20.890323,80.435484
01/06/2018,36,?,?,167.6,?,148.3,27.69,23.438667,20.713333,79.766667
01/07/2018,36,?,?,225.9,?,9.4,28.316129,23.428387,20.090323,75.758065
01/08/2018,18,?,?,138.4,?,92.1,26.383871,22.637419,20.019355,80.685484
01/09/2018,36,?,?,163.7,?,39.7,28.163333,24.098,21.37,74.991667
01/10/2018,36,?,?,128.2,?,179.8,28.56129,24.656774,22.154839,78.241935
01/11/2018,36,?,?,147.3,?,144.9,29.146667,25.312,22.576667,80.891667
01/12/2018,36,?,?,177.9,?,169.4,30.93871,26.511613,23.554839,77
01/01/2019,36,?,?,291.5,?,8.2,33.309677,28.442581,25.422581,?
01/02/2019,36,?,?,193.5,?,141.4,34.021429,28.657857,25.214286,75.517857
01/03/2019,36,?,?,206,?,75.3,32.680645,28.181935,25.264516,74.862903
01/04/2019,36,?,?,203.4,?,194.2,31.69,27.342,24.436667,77.775
01/05/2019,36,?,?,198.3,?,257.9,30.129032,25.892258,23.096774,?
01/06/2019,36,?,?,159.8,?,29.2,28.776667,24.176,21.33,78.391667
01/07/2019,36,?,?,191,?,66.1,27.596774,22.532258,18.948387,74.524194
01/08/2019,18,?,?,150.5,?,58.5,26.551613,22.256129,19.280645,78.008065
01/09/2019,36,?,?,174.8,?,92.2,28.406667,24.08,21.393333,75.733333
01/10/2019,36,?,?,224.1,?,35.9,29.370968,25.299355,22.416129,75.080645
01/11/2019,36,?,?,117.7,?,480.6,29.26,25.322667,22.726667,80.966667
01/12/2019,36,?,?,161.5,?,215.7,30.693548,26.520667,23.76129,78.193548
01/01/2020,36,?,?,156.7,?,268.2,31.53871,27.071724,24.351613,78.395161
01/02/2020,36,?,?,170.4,?,115.1,31.92069,27.466429,25.003448,78.896552
